country,date,location,cause_of_death
Netherlands,2010-12-09,"Amsterdam, Netherlands",Other Accident
Netherlands,2011-12-06,"Amsterdam, Netherlands",Suicide
Netherlands,2013-05-21,"Amsterdam, Netherlands",Suicide
Netherlands,2013-06-28,"Amsterdam, Netherlands",Other Accident
Netherlands,2013-08-28,"Amsterdam, Netherlands",Suicide
Netherlands,2012-07-12,"Amsterdam, The Netherlands",Other Accident
Netherlands,2012-08-03,"Amsterdam, The Netherlands",Drowning
Netherlands,2011-01-10,"Amsterdam, The Netherlands",Suicide
Netherlands,2011-06-16,"Amsterdam, The Netherlands",Suicide
Netherlands,2010-10-19,"Baby Beach, Netherlands",Drowning
Netherlands,2011-02-11,"Bonaire, The Netherlands",Drowning
Netherlands,2010-11-17,"Bussum, Netherlands",Suicide
Netherlands,2010-11-08,"Cupecoy, Netherlands",Drowning
Netherlands,2012-09-21,"Cupecoy, Sint Maarten, The Netherlands",Homicide
Netherlands,2012-09-21,"Cupecoy, Sint Maarten, The Netherlands",Homicide
Netherlands,2010-08-14,"Doetinchem, Netherlands",Veh. Accid-Auto
Netherlands,2011-02-10,"Guana Bay Beach, The Netherlands",Drowning
Netherlands,2013-06-04,"Mercelina, Kralendijk, Netherlands",Drowning
Netherlands,2013-07-16,Netherlands,Suicide
Netherlands,2010-08-08,"Oranjestad, Netherlands",Drowning
Netherlands,2010-10-13,"Oranjestad, Netherlands",Drowning
Netherlands,2010-10-19,"Oranjestad, Netherlands",Veh. Accid-Auto
Netherlands,2013-09-07,"Oranjestad, Netherlands",Drowning
Netherlands,2011-12-23,"Oranjestade, Netherlands",Drowning
Netherlands,2013-11-22,"Philipsburg, Netherlands",Drowning
Netherlands,2013-09-11,"Pos Chiquito, Netherlands",Drowning
Netherlands,2010-11-25,"San Nicolas, Netherlands",Drowning
Netherlands,2010-10-30,"Vught, Netherlands",Suicide
Netherlands,2011-07-22,"Willemstad, Netherlands",Homicide
New Zealand,2011-01-24,"Auckland, New Zealand",Veh. Accid-Auto
New Zealand,2013-07-29,"Alexandra, Central Otago, New Zealand",Veh. Accid-Auto
New Zealand,2013-08-13,"Apia, New Zealand",Veh. Accid-Auto
New Zealand,2013-08-13,"Apia, New Zealand",Veh. Accid-Auto
New Zealand,2011-04-09,"Auckland, New Zealand",Suicide
New Zealand,2010-01-02,"Blenheim, new Zealand",Other Accident
New Zealand,2010-06-23,"Christchurch, New Zealand",Other Accident
New Zealand,2011-02-22,"Christchurch, New Zealand",Disaster
New Zealand,2011-02-22,"Christchurch, New Zealand",Disaster
New Zealand,2016-01-02,Franz Josef,Other Accident
New Zealand,2015-02-17,Hamilton,Veh. Accid-Auto
New Zealand,2015-12-02,Hamilton,Suicide
New Zealand,2016-05-24,Hastings,Veh. Accid-Auto
New Zealand,2013-03-30,"Kawhia Harbour, New Zealand",Air Accident
New Zealand,2013-03-30,"Kawhia Harbour, New Zealand",Air Accident
New Zealand,2016-04-15,Lake Wakatipu,Other Accident
New Zealand,2010-12-11,"Leigh, New Zealand",Drowning
New Zealand,2013-09-04,"Mangamuka Okaihau, New Zealand",Veh. Accid-Motorcy.
New Zealand,2009-10-20,"Marlborough, New Zealand",Drowning
New Zealand,2016-04-18,Matamata,Veh. Accid-Auto
New Zealand,2010-01-17,"Mohaka, New Zeland",Drowning
New Zealand,2013-12-27,"Moturua Island Waiwhapuku, Bay Of Islands, New Zealand",Other Accident
New Zealand,2015-03-11,Ngahinapouri,Veh. Accid-Auto
New Zealand,2015-03-11,Ngahinapouri,Veh. Accid-Auto
New Zealand,2015-03-11,Ngahinapouri,Veh. Accid-Auto
New Zealand,2012-09-20,"Otorohanga, Waikato, New Zealand",Vehicle Accident - Auto
New Zealand,2012-05-12,"Otukou Taupo, New Zealand",Vehicle Accident - Auto
New Zealand,2012-05-12,"Otukou Taupo, New Zealand",Vehicle Accident - Auto
New Zealand,2012-05-12,"Otukou Taupo, New Zealand",Vehicle Accident - Auto
New Zealand,2013-02-20,"Paihia, Bay Of Islands, New Zealand",Drowning
New Zealand,2010-02-18,"Palmerston North, New Zealand",Veh. Accid-Auto
New Zealand,2016-02-22,Putaruru,Veh. Accid-Auto
New Zealand,2010-10-02,"Tauranga, New Zealand",Suicide
New Zealand,2015-09-25,Timar,Other Accident
New Zealand,2015-02-17,Tokoroa,Veh. Accid-Auto
New Zealand,2015-02-17,Tokoroa,Veh. Accid-Auto
New Zealand,2015-02-17,Tokoroa,Veh. Accid-Auto
New Zealand,2015-10-05,Wanaka,Other Accident
New Zealand,2015-12-09,Wanaka,Other Accident
New Zealand,2011-03-24,"Wellington, New Zealand",Veh. Accid-Motorcy.
New Zealand,2011-05-15,"Whangarei, New Zealand",Drowning
New Zealand,2012-07-27,"Whitianga, Waikato, New Zealand",Other Accident
Nicaragua,2013-06-15,"Boaco, Nicaragua",Suicide
Nicaragua,2015-10-13,"Ciudad Sandino,Managua",Homicide
Nicaragua,2014-01-14,"Corn Island,R.A.A.N.",Other Accident
Nicaragua,2011-12-21,"Granada, Nicaragua",Suicide
Nicaragua,2015-04-19,Leon,Veh. Accid-Auto
Nicaragua,2013-01-04,"Leon, Nicaragua",Veh. Accid-Auto
Nicaragua,2013-12-25,"Leon, Nicaragua",Suicide
Nicaragua,2014-12-13,Managua,Other Accident
Nicaragua,2015-11-01,Managua,Other Accident
Nicaragua,2009-12-01,"Managua, Nicaragua",Homicide
Nicaragua,2010-08-19,"Managua, Nicaragua",Veh. Accid-Auto
Nicaragua,2010-08-19,"Managua, Nicaragua",Veh. Accid-Auto
Nicaragua,2010-08-20,"Managua, Nicaragua",Veh. Accid-Auto
Nicaragua,2010-08-26,"Managua, Nicaragua",Suicide
Nicaragua,2010-11-14,"Managua, Nicaragua",Homicide
Nicaragua,2011-04-10,"Managua, Nicaragua",Veh. Accid-Auto
Nicaragua,2011-05-13,"Managua, Nicaragua",Homicide
Nicaragua,2011-07-30,"Managua, Nicaragua",Veh. Accid-Motorcy.
Nicaragua,2013-03-02,"Managua, Nicaragua",Suicide
Nicaragua,2013-04-16,"Managua, Nicaragua",Maritime Accident
Nicaragua,2013-07-08,"Managua, Nicaragua",Suicide
Nicaragua,2013-11-15,"Managua, Nicaragua",Homicide
Nicaragua,2013-02-17,"Matagalpa, Nicaragua",Other Accident
Nicaragua,2011-03-21,"Moyogalpa, Rivas, Nicaragua",Suicide
Nicaragua,2010-12-03,"Nueva Segovia, Nicaragua",Veh. Accid-Auto
Nicaragua,2016-01-23,Region Autonoma Caribe Sur,Drowning
Nicaragua,2016-01-23,Region Autonoma Caribe Sur,Drowning
Nicaragua,2015-11-17,Rio San Jua,Air Accident
Nicaragua,2015-11-17,Rio San Jua,Air Accident
Nicaragua,2015-07-11,Rivas,Veh. Accid-Auto
Nicaragua,2011-03-25,"Rivas, Nicaragua",Drowning
Nicaragua,2012-02-13,"Rivas, Nicaragua",Drowning
Nicaragua,2015-05-03,"San Juan Del Sur, Rivas",Drowning
Nicaragua,2015-05-09,"San Juan Del Sur, Rivas",Drowning
Nicaragua,2011-09-15,"San Juan Del Sur, Rivas, Nicaragua",Drowning
Nicaragua,2012-07-08,"San Juan del Sur, Rivas, Nicaragua",Suicide
Nicaragua,2012-08-30,"San Juan del Sur, Rivas, Nicaragua",Drowning
Nicaragua,2013-05-09,"San Juan del Sur, Rivas, Nicaragua",Drowning
Nicaragua,2014-06-16,"San Juan del Sur,Rivas",Drowning
Nicaragua,2010-08-14,"San Marcos, Carazo, Nicaragua",Homicide
Nicaragua,2014-04-11,"San Rafael del Sur,Managua",Homicide
Nicaragua,2012-05-26,"Tola, Nicaragua",Drowning
Nicaragua,2011-02-10,"Waslala, R.A.A.N., Nicaragua",Veh. Accid-Auto
Niger,2013-12-10,"Tamou, Niger",Veh. Accid-Auto
Nigeria,2010-10-20,"Anambra State, Nigeria",Homicide
Nigeria,2014-06-19,"Abuja, F.C.T.",Suicide
Nigeria,2011-08-06,"Abuja, Nigeria",Other Accident
Nigeria,2013-01-22,"Abuja, Nigeria",Other Accident
Nigeria,2012-12-26,"Aku, Enugu, Nigeria",Homicide
Nigeria,2012-08-07,"Delta State, Nigeria",Drowning
Nigeria,2012-06-13,"Edo State, Nigeria",Vehicle Accident - Auto
Nigeria,2013-07-22,"Ibadan, Nigeria",Veh. Accid-Auto
Nigeria,2015-10-15,Imo,Other Accident
Nigeria,2014-09-07,Lagos,Veh. Accid-Auto
Nigeria,2015-08-12,Lagos,Air Accident
Nigeria,2010-12-01,"Lagos, Nigeria",Homicide
Nigeria,2012-01-27,"Lagos, Nigeria",Air Accident
Nigeria,2012-06-03,"Lagos, Nigeria",Air Accident
Nigeria,2012-06-03,"Lagos, Nigeria",Air Accident
Nigeria,2012-06-03,"Lagos, Nigeria",Air Accident
Nigeria,2012-10-12,"Lagos, Nigeria",Suicide
Nigeria,2013-04-28,"Lagos, Nigeria",Drowning
Nigeria,2010-03-14,"Lekki Ajah,Lagos, Nigeria",Drowning
Nigeria,2010-05-30,Nigeria,Veh. Accid-Auto
Nigeria,2013-01-10,"Obiaruku, Delta State, Nigeria",Homicide
Nigeria,2011-04-12,"Okigwe, Abia State, Nigeria",Veh. Accid-Auto
Nigeria,2015-08-26,Ondo State,Veh. Accid-Bus
Nigeria,2015-08-26,Ondo State,Veh. Accid-Bus
Nigeria,2014-09-09,"Owerri,Imo State",Homicide
Nigeria,2015-12-26,Oyo,Veh. Accid-Auto
Nigeria,2012-06-20,"Port Harcourt, Nigeria",Homicide
Nigeria,2013-01-29,"Port Harcourt, Rivers, Nigeria",Homicide
Nigeria,2010-04-03,"Port Harcourt,Rivers, Nigeria",Homicide
Nigeria,2010-04-23,"Port Harcourt,Rivers, Nigeria",Homicide
Nigeria,2010-04-04,"Port Harcourt,RiversNigeria",Homicide
Nigeria,2011-06-18,"Riyom, Jos, Nigeria",Veh. Accid-Auto
Northern Ireland,2015-11-25,Belfast,Suicide
Northern Ireland,2014-05-10,Coleraine,Other Accident
Norway,2014-07-23,Aafjord,Suicide
Norway,2016-03-29,Bekkestua,Suicide
Norway,2015-03-17,Bergen,Other Accident
Norway,2012-06-27,"Eidfjord, Norway",Other Accident
Norway,2012-08-29,"Farsund, Norway",Suicide
Norway,2011-06-18,"Flakstad, Nordland, Norway",Veh. Accid-bike
Norway,2016-06-25,Forsand,Other Accident
Norway,2010-05-26,"Holmestrand, Norway",Maritime Accident
Norway,2011-11-12,"Loerenskog, Norway",Drug-Related
Norway,2015-10-18,Moskenes Municipalit,Other Accident
Norway,2010-10-07,"Moskenes Municipality, Norway",Other Accident
Norway,2015-07-24,Oslo,Suicide
Norway,2010-07-05,"Skien, Norway",Veh. Accid-Auto
Norway,2013-06-17,"Spitsbergen, Svalbard, Norway",Drowning
Norway,2016-06-02,Trondheim,Veh. Accid-Other
Norway,2013-05-26,"Trondheim, Norway",Drowning
Norway,2010-10-07,"Vikesaa, Norway",Veh. Accid-Auto
Oman,2013-12-29,"Khor Sham, Musandam, Oman",Maritime Accident
Oman,2013-06-05,"Muscat, Oman",Veh. Accid-Auto
Oman,2009-12-10,"Sur, Oman",Other Accident
Pakistan,2015-06-17,,Homicide
Pakistan,2014-02-27,"Attock,Punjab",Veh. Accid-Other
Pakistan,2014-02-27,"Attock,Punjab",Veh. Accid-Auto
Pakistan,2014-02-27,"Attock,Punjab",Veh. Accid-Auto
Pakistan,2014-04-16,"Attock,Punjab",Homicide
Pakistan,2014-05-26,"Chanab Nagar,Punjab",Homicide
Pakistan,2013-12-28,"Gujrat, Pakistan",Homicide
Pakistan,2011-11-01,"Gujrat, Punjab, Pakistan",Homicide
Pakistan,2010-07-28,"Islamabad, Pakistan",Air Accident
Pakistan,2010-07-28,"Islamabad, Pakistan",Air Accident
Pakistan,2010-07-28,"Islamabad, Pakistan",Air Accident
Pakistan,2010-10-21,"Islamabad, Pakistan",Veh. Accid-Motorcy.
Pakistan,2013-07-28,"K2 Camp III, Pakistan",Other Accident
Pakistan,2015-09-17,Kallar Kahar,Veh. Accid-Auto
Pakistan,2011-11-18,"Karachi, Pakistan",Suicide
Pakistan,2015-07-21,"Karachi, Sindh",Veh. Accid-Auto
Pakistan,2015-02-08,"Kharian, District Gujrat, Punjab",Homicide
Pakistan,2009-11-27,"Lahore ,Punjab, Pakistan",Veh. Accid-Auto
Pakistan,2010-06-29,"Mingora-Swat,Khyber Pakhtun Khuwa, Pakistan",Homicide
Pakistan,2014-02-20,"Multan ,Punjab",Veh. Accid-Motorcy.
Pakistan,2011-07-05,"Multan, Punjab, Pakistan",Veh. Accid-Motorcy.
Pakistan,2010-08-19,"Sanghar, Sindh, Pakistan",Homicide
Panama,2014-07-12,"Dolega,Chiriqui",Homicide
Panama,2012-06-02,"Alanje, Chiriqui, Panama",Drowning
Panama,2011-05-03,"Anton, Santa Clara.,Panama",Veh. Accid-Auto
Panama,2014-01-14,"Boca Chica,Chiriqui",Veh. Accid-Other
Panama,2014-12-08,Bocas Del Toro,Homicide
Panama,2016-02-17,Bocos Del Toro,Other Accident
Panama,2012-01-10,"Boquete, Chiriqui, Panama",Vehicle Accident - Auto
Panama,2011-02-01,"Calidonia, Panama",Other Accident
Panama,2015-01-16,Chame,Veh. Accid-Bus
Panama,2011-12-03,"Chame, Panama",Air Accident
Panama,2014-01-27,Chiriqui,Other Accident
Panama,2010-12-06,"Chiriqui, Panama",Suicide
Panama,2011-04-01,"Chiriqui, Panama",Suicide
Panama,2016-05-30,Chitre,Suicide
Panama,2010-03-29,"Dolega, Panama",Homicide
Panama,2013-12-31,"La Chorrera, Panama",Suicide
Panama,2013-04-09,"La Guadalupe, Chorrera, Panama",Maritime Accident
Panama,2014-06-22,"La Mata,Santiago",Suicide
Panama,2015-06-01,"La Palma, Darien",Drowning
Panama,2015-06-01,"La Palma, Darien",Drowning
Panama,2015-11-16,Los Santos,Veh. Accid-Auto
Panama,2012-05-23,"Montijo, Veraguas, Panama",Drowning
Panama,2012-12-29,"Palenque, Colon, Panama",Homicide
Panama,2015-08-13,Panama City,Suicide
Panama,2015-08-16,Panama City,Homicide
Panama,2010-02-19,"Panama City, Panama",Homicide
Panama,2012-03-29,"Panama City, Panama",Suicide
Panama,2012-04-06,"Panama City, Panama",Air Accident
Panama,2012-04-19,"Panama City, Panama",Homicide
Panama,2012-04-19,"Panama City, Panama",Homicide
Panama,2012-04-29,"Panama City, Panama",Suicide
Panama,2012-09-07,"Panama, Panama",Homicide
Panama,2014-12-06,"Pedasi,Los Santos",Drowning
Panama,2015-09-03,Penonome,Drug-Related
Panama,2016-03-02,Playa Banco Montijo,Drowning
Panama,2013-07-10,"Royal Parks, Panama",Suicide
Panama,2011-04-05,"San Bartolo,Veraguas, Panama",Suicide
Panama,2015-01-16,"San Carlos, Panama Oeste",Veh. Accid-Bus
Papua New Guinea,2010-10-05,"Efate, Papua new Guinea",Drowning
Papua New Guinea,2013-05-02,"Sanma Province, Vanuatu, Papua New Guinea",Drowning
Papua New Guinea,2012-11-26,"Wewak, East Sepik, Papua New Guinea",Other Accident
Paraguay,2009-12-05,"Alto Parana, Paraguay",Homicide
Paraguay,2010-09-07,"Asuncion, Paraguay",Homicide
Paraguay,2012-04-18,"Carmen Del Parana, Itapua, Paraguay",Vehicle Accident - Auto
Paraguay,2012-04-18,"Carmen Del Parana, Itapua, Paraguay",Vehicle Accident - Auto
Paraguay,2011-08-13,"Ciudad Del Este, Paraguay",Homicide
Paraguay,2011-11-27,"Paraguari, Paraguay",Veh. Accid-Auto
Paraguay,2015-07-16,"Villarrica Hospital,Villarrica",Veh. Accid-Auto
Peru,2016-01-01,Cajamarca,Other Accident
Peru,2012-08-28,"Calca, Cusco, Peru",Vehicle Accident - Auto
Peru,2012-08-28,"Calca, Cusco, Peru",Vehicle Accident - Auto
Peru,2010-06-03,"Caraz,Huaraz, Peru",Other Accident
Peru,2010-09-19,"Carreratera Oxapampa, Oxapampa-Pozuzo, Peru",Veh. Accid-Auto
Peru,2010-11-04,"Chaclacayo, Peru",Veh. Accid-Other
Peru,2014-12-17,"Chuquibambilla,Apurimac",Veh. Accid-Auto
Peru,2012-09-15,"Cusco, Cusco, Peru",Vehicle Accident - Motorcycle
Peru,2012-12-18,"Cusco, Cusco, Peru",Drowning
Peru,2013-01-01,"Cusco, Peru",Other Accident
Peru,2013-02-15,"Cusco, Peru",Suicide
Peru,2013-06-02,"Cusco, Peru",Suicide
Peru,2012-07-14,"Huaraz, Ancash, Peru",Other Accident
Peru,2012-07-14,"Huaraz, Ancash, Peru",Other Accident
Peru,2012-12-27,"Huarmey, Ancash, Peru",Other Accident
Peru,2011-05-07,"Ilo,Moquegua, Peru",Homicide
Peru,2016-04-10,Iquitos,Other Accident
Peru,2016-04-10,Iquitos,Other Accident
Peru,2010-05-22,"Iquitos, Peru",Drowning
Peru,2012-02-26,"Iquitos, Peru",Suicide
Peru,2013-11-05,"La Estancia, San Martin, Peru",Veh. Accid-Motorcy.
Peru,2013-09-01,"La Victoria, San Luis, Lima, Peru",Homicide
Peru,2014-05-02,Lima,Suicide
Peru,2015-07-13,Lima,Other Accident
Peru,2015-08-04,Lima,Suicide
Peru,2016-01-04,Lima,Veh. Accid-Auto
Peru,2010-08-27,"Lima, Peru",Homicide
Peru,2011-05-25,"Lima, Peru",Suicide
Peru,2012-10-07,"Lima, Peru",Suicide
Peru,2013-01-23,"Lima, Peru",Other Accident
Peru,2013-02-16,"Lima, Peru",Suicide
Peru,2013-05-19,"Lima, Peru",Drug-Related
Peru,2013-10-22,"Lima, Peru",Suicide
Peru,2015-06-10,"Mancora, Piura",Suicide
Peru,2013-10-27,"Miraflores, Lima, Peru",Suicide
Peru,2010-08-01,"Morococha, La Oroya, Peru",Other Accident
Peru,2014-07-14,"Nevado Piramide,Caraz,Huaylas, Ancash",Other Accident
Peru,2010-07-31,"Nevado Yanapaccha, Huaraz, Peru",Other Accident
Peru,2011-10-20,"Niraco, Arequipa, Peru",Veh. Accid-Auto
Peru,2013-03-22,"Paracas, Peru",Suicide
Peru,2016-05-20,San Martin,Suicide
Peru,2015-02-14,"Sullana, Piura",Veh. Accid-Auto
Peru,2014-10-31,"Taller Bazan,Barranca,Lima",Homicide
Peru,2016-01-17,Tumbez,Veh. Accid-Auto
Peru,2013-01-07,"Yarinacocha, Ucayalli, Peru",Air Accident
Peru,2013-01-07,"Yarinacocha, Ucayalli, Peru",Air Accident
Peru,2013-01-07,"Yarinacocha, Ucayalli, Peru",Air Accident
Peru,2013-01-07,"Yarinacocha, Ucayalli, Peru",Air Accident
Peru,2013-01-07,"Yarinacocha, Ucayalli, Peru",Air Accident
Philippines,2014-11-19,"Makati,Metro Manila",Suicide
Philippines,2014-07-03,"Bacoor, Cavite",Suicide
Philippines,2014-07-05,"Bgy. Bangkal, Makati",Homicide
Philippines,2014-08-13,"Caloocan City,Metro Manila",Suicide
Philippines,2014-08-13,"Caloocan City,Metro Manila",Homicide
Philippines,2014-07-12,"Dumaguete City,Negros Oriental",Veh. Accid-Motorcy.
Philippines,2014-11-24,"Dumaguete City,Negros Oriental",Veh. Accid-Motorcy.
Philippines,2014-08-02,"Lemery, Batangas",Drowning
Philippines,2014-07-18,"Mabalacat City,Pampanga",Veh. Accid-Motorcy.
Philippines,2014-08-05,"Mabalacat, Pampanga",Veh. Accid-Motorcy.
Philippines,2014-08-08,"Makati City,Metro Manila",Suicide
Philippines,2014-11-30,"San Joaquin, Mabalacat",Homicide
Philippines,2014-07-28,"Santo Tomas,Batangas",Homicide
Philippines,2014-04-16,"Alamada,Cotabato",Homicide
Philippines,2014-04-09,"Gorordo Ave.,Cebu",Suicide
Philippines,2015-01-10,Angeles City,Homicide
Philippines,2011-07-28,"Angeles City, Pampagna, Philippines",Homicide
Philippines,2011-09-08,"Angeles City, Pampagna, Philippines",Homicide
Philippines,2011-10-06,"Angeles City, Pampagna, Philippines",Suicide
Philippines,2011-11-28,"Angeles City, Pampagna, Philippines",Suicide
Philippines,2014-02-19,"Angeles City, Pampanga",Suicide
Philippines,2010-07-22,"Angeles City, Pampanga, Philippines",Homicide
Philippines,2010-09-19,"Angeles City, Pampanga, Philippines",Homicide
Philippines,2010-12-16,"Angeles City, Pampanga, Philippines",Homicide
Philippines,2012-02-12,"Angeles City, Pampanga, Philippines",Vehicle Accident - Motorcycle
Philippines,2012-04-21,"Angeles City, Pampanga, Philippines",Other Accident
Philippines,2013-01-21,"Angeles City, Pampanga, Philippines",Veh. Accid-Auto
Philippines,2013-12-01,"Angeles City, Pampanga, Philippines",Veh. Accid-Motorcy.
Philippines,2010-02-10,"Angeles City,Pampanga, Philippines",Homicide
Philippines,2010-04-19,"Angeles City,Pampanga, Philippines",Veh. Accid-Pedestr.
Philippines,2010-06-24,"Angeles City,Pampanga, Philippines",Veh. Accid-Motorcy.
Philippines,2015-01-28,Bacolod,Homicide
Philippines,2015-02-12,Bacolod,Veh. Accid-Auto
Philippines,2015-12-03,Bacolod Cit,Homicide
Philippines,2010-08-16,"Bacolod City, Negros Occidental, Philippines",Other Accident
Philippines,2010-01-30,"Bacolod City,Negros Occidental, Philippines",Veh. Accid-Auto
Philippines,2013-05-21,"Bacoor, Cavite, Philippines",Veh. Accid-Auto
Philippines,2015-01-29,Baguio City,Homicide
Philippines,2013-06-11,"Baguio City, Philippines",Veh. Accid-Auto
Philippines,2010-10-05,"Balanga City, Bataan, Philippines",Veh. Accid-Auto
Philippines,2014-02-01,"Banaue,Ifuago",Other Accident
Philippines,2011-03-12,"Barangay E,Rosario, Batangas, Philippines",Homicide
Philippines,2013-03-31,"Baras, Catanduanes, Philippines",Drowning
Philippines,2011-05-12,"Barobo, Surigao del Sur province, Philippines",Homicide
Philippines,2012-01-03,"Batangas City, Batangas, Philippines",Suicide
Philippines,2014-05-09,"Bauang,La Union",Drowning
Philippines,2010-04-30,"Buguias,Benguet, Philippines",Homicide
Philippines,2015-01-01,Bulacan,Veh. Accid-Auto
Philippines,2015-01-01,Bulacan,Veh. Accid-Auto
Philippines,2015-02-15,Bulacan,Homicide
Philippines,2015-02-27,"Bulalacao, Oriental Mindoro",Veh. Accid-Motorcy.
Philippines,2013-01-29,"Butuan City, Agusan Del Norte, Philippines",Veh. Accid-Auto
Philippines,2011-02-16,"Cabanatuan City, Nueva Ecija, Philippines",Homicide
Philippines,2010-11-23,"Cagayan De Oro City, Misamis Oriental, Philippines",Suicide
Philippines,2014-03-18,"Castillejos,Zambales",Veh. Accid-Auto
Philippines,2014-04-20,Cebu City,Other Accident
Philippines,2016-01-26,Cebu City,Suicide
Philippines,2016-03-17,Cebu City,Homicide
Philippines,2013-12-09,"Cebu City, Cebu, Philippines",Suicide
Philippines,2011-03-30,"Cebu City, Philippines",Homicide
Philippines,2013-08-22,"Cebu, Philippines",Homicide
Philippines,2012-10-04,"Danao City, Cebu, Philippines",Homicide
Philippines,2014-02-15,"Dapitan City,Zamboanga Del Norte",Veh. Accid-Motorcy.
Philippines,2013-05-18,"Dauin, Negros Oriental, Philippines",Drowning
Philippines,2013-02-10,"Davao City, Philippines",Homicide
Philippines,2010-04-19,"Davao Del Sur, Philippines",Veh. Accid-Motorcy.
Philippines,2016-04-06,Davao del Norte,Homicide
Philippines,2013-04-09,"Digos City, Davao, Philippines",Veh. Accid-Auto
Philippines,2012-03-01,"Dinalupihan, Bataan, Philippines",Homicide
Philippines,2015-12-29,Dumaguete Cit,Homicide
Philippines,2015-11-20,Dumaguete City,Veh. Accid-Motorcy.
Philippines,2010-08-22,"Dumaguete City, Negros Oriental, Philippines",Veh. Accid-Motorcy.
Philippines,2009-10-02,"Dumanjug,Cebu, Philippines",Homicide
Philippines,2016-03-08,General Trias,Homicide
Philippines,2010-06-29,"Guagua,Pampanga, Philippines",Homicide
Philippines,2010-09-20,"Iligan City, Lanao Del Norte, Philippines",Homicide
Philippines,2012-07-29,"Iloilo City, Philippines",Vehicle Accident - Auto
Philippines,2010-09-17,"Iriga City, Camarines Sur, Philippines",Veh. Accid-Bus
Philippines,2011-12-16,"Jagna, Bohol, Philippines",Veh. Accid-Auto
Philippines,2015-03-10,"Kalibo, Aklan",Veh. Accid-Motorcy.
Philippines,2011-01-27,"Koronadal, South Cotabato, Philippines",Suicide
Philippines,2015-09-27,"Lagundi,Mexic",Homicide
Philippines,2011-08-09,"Laoag City, Ilocos Norte, Philippines",Drowning
Philippines,2013-06-18,"Laoag City, Ilocos Norte, Philippines",Homicide
Philippines,2010-07-14,"Lapu Lapu,Cebu, Philippines",Veh. Accid-Motorcy.
Philippines,2013-08-15,"Las Pinas, Philippines",Homicide
Philippines,2013-09-05,"Las Pinas, Philippines",Suicide
Philippines,2013-11-20,"Las Pinas, Philippines",Homicide
Philippines,2009-11-10,"Lingayen,Pangasinan, Philippines",Veh. Accid-Motorcy.
Philippines,2016-02-14,Lipa,Veh. Accid-Motorcy.
Philippines,2010-05-11,"Lipa City,Batangas, Philippines",Veh. Accid-Pedestr.
Philippines,2010-10-29,"Lubang, Occidental Mindoro, Philippines",Drowning
Philippines,2009-12-28,"Mabalacat,Pampanga, Philippines",Veh. Accid-Auto
Philippines,2014-05-08,Makati City,Suicide
Philippines,2011-11-09,"Makati City, Philippines",Homicide
Philippines,2011-12-26,"Makati City, Philippines",Suicide
Philippines,2012-06-10,"Makati, Philippines",Suicide
Philippines,2010-04-23,"Malhiao,Badian,Cebu, Philippines",Veh. Accid-Motorcy.
Philippines,2013-03-19,"Malolos, Bulacan, Philippines",Homicide
Philippines,2013-10-29,"Manapao, Pontevedra, Capiz, Philippines",Homicide
Philippines,2014-01-18,Manila,Homicide
Philippines,2010-05-13,"Manila, Philippines",Other Accident
Philippines,2011-12-03,"Manila, Philippines",Suicide
Philippines,2012-05-28,"Manila, Philippines",Vehicle Accident - Auto
Philippines,2012-07-24,"Manila, Philippines",Homicide
Philippines,2012-01-27,"Marilao, Bulacan, Philippines",Vehicle Accident - Auto
Philippines,2010-08-30,"Mataasnakahoy, Batangas, Philippines",Homicide
Philippines,2013-10-20,"Misamis Oriental, Philippines",Homicide
Philippines,2014-03-25,"Mondragon,Northern Samar",Homicide
Philippines,2016-02-17,Muntinlupa City,Other Accident
Philippines,2015-08-04,"Murcia,Negros Occ.",Homicide
Philippines,2015-08-04,"Murcia,Negros Occ.",Homicide
Philippines,2015-01-05,"Naic, Cavite",Homicide
Philippines,2011-10-27,"Negros, Occidental, Philippines",Other Accident
Philippines,2015-01-03,Nueva Ecija,Veh. Accid-Motorcy.
Philippines,2012-10-07,"Nueva Ecija, Philippines",Homicide
Philippines,2010-12-09,"Olongapo CIty, Zambales, Philippines",Veh. Accid-Auto
Philippines,2011-07-17,"Olongapo City, Zambales, Philippines",Drowning
Philippines,2012-09-04,"Olongapo City, Zambales, Philippines",Suicide
Philippines,2013-02-18,"Opol, Misamis Oriental, Philippines",Homicide
Philippines,2016-01-09,Ormoc City,Drowning
Philippines,2015-03-11,"Ormoc City, Leyte",Homicide
Philippines,2010-07-07,"Pagadian,Zamboanga Del Sur, Philippines",Suicide
Philippines,2011-08-11,"Palauig, Zambales, Philippines",Homicide
Philippines,2011-01-28,"Palawan, Philippines",Homicide
Philippines,2011-12-19,"Palawan, Philippines",Veh. Accid-Motorcy.
Philippines,2015-04-05,Pampanga,Suicide
Philippines,2015-12-24,Pampanga,Other Accident
Philippines,2015-03-15,Pangasinan,Other Accident
Philippines,2016-05-01,Pangasinan,Homicide
Philippines,2011-12-23,"Pangasinan, Philippines",Other Accident
Philippines,2011-08-28,"Paranaque City, Philippines",Other Accident
Philippines,2012-07-20,"Paranaque City, Philippines",Homicide
Philippines,2013-04-16,"Paranaque, Philippines",Homicide
Philippines,2011-02-22,"Pasaleng, Pagudpud, Ilocos Norte, Philippines",Homicide
